numWins,teamNumber,nameShort,city,stateProv,country,homeCMP,year,region
2,2445,RoboKAP,Kapolei,Hawaii,USA,CMPTX,2022,West
11,2451,PWNAGE,Saint Charles,Illinois,USA,CMPTX,2022,Midwest
1,2454,Rambotx,Honolulu,Hawaii,USA,,2009,West
2,2457,The Law,Lawson,Missouri,USA,CMPTX,2022,Midwest
1,2467,Sabertron,Ewa Beach,Hawaii,USA,,2011,West
15,2468,Team Appreciate,Austin,Texas,USA,CMPTX,2022,South
1,2470,Team BJORG,Bloomington,Minnesota,USA,CMPTX,2022,Midwest
14,2471,Team Mean Machine,Camas,Washington,USA,CMPTX,2022,West
1,2473,Goldstrikers,Cupertino,California,USA,CMPTX,2022,West
5,2474,Excel,Niles,Michigan,USA,CMPTX,2022,Midwest
4,2478,Westwood Robotics,Mesa,Arizona,USA,CMPTX,2022,West
15,2481,Roboteers,Tremont,Illinois,USA,CMPTX,2022,Midwest
1,2483,Clawbotz,Fayetteville,North Carolina,USA,,2014,South
2,2485,W.A.R. Lords,San Diego,California,USA,CMPTX,2022,West
2,2486,CocoNuts,Flagstaff,Arizona,USA,CMPTX,2022,West
1,2487,Mechanical Animals,West Sayville,New York,USA,CMPTX,2022,Northeast
2,2489,The Insomniacs,Fremont,California,USA,CMPTX,2022,West
2,2491,NoMythic,Saint Paul,Minnesota,USA,CMPTX,2022,Midwest
2,2495,Hive Mind,Hamilton,New Jersey,USA,CMPTX,2022,Northeast
1,2501,Bionic Polars,North St. Paul,Minnesota,USA,CMPTX,2022,Midwest
4,2502,Talon Robotics,Eden Prairie,Minnesota,USA,CMPTX,2022,Midwest
2,2506,Saber Robotics,Franklin,Wisconsin,USA,CMPTX,2022,Midwest
2,2509,Tigerbots,Hutchinson ,Minnesota,USA,CMPTX,2022,Midwest
4,2512,Duluth East Daredevils,Duluth,Minnesota,USA,CMPTX,2022,Midwest
1,2518,Spartan Robotics,Inver Grove Heights,Minnesota,USA,CMPTX,2022,Midwest
1,2521,SERT,Eugene,Oregon,USA,CMPTX,2022,West
5,2522,Royal Robotics,Bothell,Washington,USA,CMPTX,2022,West
2,2523,Tech Storm,Saint Johnsbury,Vermont,USA,CMPTX,2022,Northeast
2,2526,Crimson Robotics,Osseo,Minnesota,USA,CMPTX,2022,Midwest
1,2530,Inconceivable,Rochester,Minnesota,USA,CMPTX,2022,Midwest
1,2531,RoboHawks,Chaska,Minnesota,USA,CMPTX,2022,Midwest
4,2534,Lumberjack Robotics,Baltimore ,Maryland,USA,CMPTX,2022,Northeast
2,2537,Space RAIDers,Columbia,Maryland,USA,CMPTX,2022,Northeast
5,2539,Krypton Cougars,Palmyra,Pennsylvania,USA,CMPTX,2022,Northeast
3,2543,TitanBot,Chula Vista,California,USA,CMPTX,2022,West
4,2549,Millerbots,Minneapolis,Minnesota,USA,CMPTX,2022,Midwest
2,2550,Skynet,Oregon City,Oregon,USA,CMPTX,2022,West
3,2556,RadioActive Roaches,Niceville,Florida,USA,CMPTX,2022,South
3,2557,SOTAbots ,Tacoma,Washington,USA,CMPTX,2022,West
2,2559,Normality Zero,Harrisburg,Pennsylvania,USA,CMPTX,2022,Northeast
1,2574,RoboHuskie,St. Anthony,Minnesota,USA,CMPTX,2022,Midwest
3,2577,Pingry Robotics,Basking Ridge,New Jersey,USA,CMPTX,2022,Northeast
1,2584,Flame of The West,Calabasas,California,USA,CMPTX,2022,West
2,2585,Impact,Bellaire,Texas,USA,CMPTX,2022,South
4,2586,Copper Bots,Calumet,Michigan,USA,CMPTX,2022,Midwest
1,2587,DiscoBots,Houston,Texas,USA,CMPTX,2022,South
20,2590,Nemesis,Robbinsville,New Jersey,USA,CMPTX,2022,Northeast
1,2600,Team Falcon,Oak Ridge,New Jersey,USA,CMPTX,2022,Northeast
2,2601,Steel Hawks,Flushing,New York,USA,CMPTX,2022,Northeast
2,2604,Metal and Soul,Capac,Michigan,USA,CMPTX,2022,Midwest
6,2607,The Fighting RoboVikings,Warminster ,Pennsylvania,USA,CMPTX,2022,Northeast
1,2612,The Corsairs,Waterford,Michigan,USA,CMPTX,2022,Midwest
1,2613,Protobots,Van Horn,Texas,USA,CMPTX,2022,South
9,2614,Mountaineer Area RoboticS (MARS),Morgantown,West Virginia,USA,CMPTX,2022,South
5,2619,The Charge,Midland,Michigan,USA,CMPTX,2022,Midwest
1,2620,Titans,Southgate,Michigan,USA,CMPTX,2022,Midwest
1,2621,Bucs,Bedford,Massachusetts,USA,,2014,Northeast
2,2635,Lake Monsters,Lake Oswego,Oregon,USA,CMPTX,2022,West
2,2637,Phantom Catz,Rolling Hills Estates,California,USA,CMPTX,2022,West
3,2638,Rebel Robotics,Great Neck,New York,USA,CMPTX,2022,Northeast
2,2640,HOTBOTZ,Wentworth,North Carolina,USA,CMPTX,2022,South
8,2642,Pitt Pirates,Greenville,North Carolina,USA,CMPTX,2022,South
1,2643,Dark Matter,San Jose,California,USA,CMPTX,2022,West
3,2645,PowerSurge,Muskegon,Michigan,USA,,2010,Midwest
3,2648,Infinite Loop,Oakland,Maine,USA,CMPTX,2022,Northeast
8,2655,The Flying Platypi,Greensboro,North Carolina,USA,CMPTX,2022,South
1,2656,Quasics,Monroeville,Pennsylvania,USA,CMPTX,2022,Northeast
1,2657,Team Thundercats,Deming,New Mexico,USA,CMPTX,2022,West
2,2658,Σ-Motion,San Diego,California,USA,CMPTX,2022,West
4,2659,RoboWarriors,Mission Hills,California,USA,CMPTX,2022,West
1,2660,Pengbots,Tulalip,Washington,USA,,2016,West
1,2662,RoboKrew,Tolleson,Arizona,USA,CMPTX,2022,West
1,2665,CougarBots,Dayton,Ohio,USA,,2015,Midwest
1,2667,Knights of the Valley,Apple Valley,Minnesota,USA,CMPTX,2022,Midwest
2,2676,Ecorse Robo Raiders,Ecorse,Michigan,USA,CMPTX,2022,Midwest
1,2687,Team Apprentice,Austin,Texas,USA,CMPTX,2022,South
1,2709,Iron Wolves,Chicago,Illinois,USA,CMPTX,2022,Midwest
1,2710,JetStream 2710,Rancho Palos Verdes,California,USA,CMPTX,2022,West
2,2714,♨️ BBQ ♨️,Dallas,Texas,USA,CMPTX,2022,South
2,2729,Storm Robotics Team,Marlton,New Jersey,USA,CMPTX,2022,Northeast
1,2751,SPARK Robotics,Pendleton,South Carolina,USA,,2012,South
2,2753,Team Overdrive,Bridgewater,New Jersey,USA,,2010,Northeast
2,2761,IronHorse Robotics,Fresno,California,USA,CMPTX,2017,West
18,2767,Stryke Force,Kalamazoo,Michigan,USA,CMPTX,2022,Midwest
4,2771,Code Red Robotics the Stray Dogs,Grandville,Michigan,USA,CMPTX,2022,Midwest
1,2775,Jackson Area Robotics,Jackson,Tennessee,USA,,2011,South
3,2789,TEXPLOSION,Manor,Texas,USA,CMPTX,2022,South
4,2791,Shaker Robotics,Latham,New York,USA,CMPTX,2022,Northeast
4,2811,StormBots,Vancouver,Washington,USA,CMPTX,2022,West
3,2815,Blue Devil Mechanics,Columbia,South Carolina,USA,CMPTX,2022,South
8,2826,Wave Robotics,Oshkosh,Wisconsin,USA,CMPTX,2022,Midwest
3,2830,Riverside RoboTigers,Milwaukee,Wisconsin,USA,CMPTX,2022,Midwest
4,2832,The Livonia  Warriors,Livonia,Michigan,USA,CMPTX,2022,Midwest
10,2834,Bionic Black Hawks,Bloomfield Twp,Michigan,USA,CMPTX,2022,Midwest
2,2839,Daedalus,Escondido,California,USA,CMPTX,2022,West
1,2840,PCDS Blue Tide,Paradise Valley,Arizona,USA,CMPTX,2022,West
1,2844,Stampede Robotics,Laveen,Arizona,USA,CMPTX,2022,West
6,2848,Rangers,Dallas,Texas,USA,CMPTX,2022,South
2,2849,Ursa Major,Columbia,Maryland,USA,CMPTX,2022,Northeast
2,2851,Crevolution,Sterling Heights,Michigan,USA,CMPTX,2022,Midwest
2,2869,Regal Eagles,Bethpage,New York,USA,CMPTX,2022,Northeast
1,2872,CyberCats,Old Westbury,New York,USA,CMPTX,2022,Northeast
1,2875,CyberHawks,Cold Spring Harbor,New York,USA,CMPTX,2022,Northeast
1,2877,LigerBots,Newton,Massachusetts,USA,CMPTX,2022,Northeast
1,2881,Lady Cans,Austin,Texas,USA,CMPTX,2022,South
2,2883,F.R.E.D (FIRST Robotics Engineering and Design),Warroad,Minnesota,USA,CMPTX,2022,Midwest
1,2896,MechaMonarchs,Honolulu,Hawaii,USA,CMPTX,2022,West
2,2903,NeoBots,Arlington,Washington,USA,CMPTX,2022,West
6,2907,Lion Robotics,Auburn,Washington,USA,CMPTX,2022,West
19,2910,Jack in the Bot,Bothell,Washington,USA,CMPTX,2022,West
1,2915,Pandamonium,Portland,Oregon,USA,CMPTX,2022,West
1,2923,Aggies,Rosalia,Washington,USA,CMPTX,2017,West
1,2926,Robo Sparks,Wapato,Washington,USA,CMPTX,2022,West
6,2928,Viking Robotics,Seattle,Washington,USA,CMPTX,2022,West
6,2930,Sonic Squirrels,Snohomish,Washington,USA,CMPTX,2022,West
2,2945,Steel Mustangs,Manitou Springs,Colorado,USA,CMPTX,2022,West
2,2959,Robotarians,Coloma,Michigan,USA,CMPTX,2022,Midwest
3,2960,Automation Nation,Birmingham,Michigan,USA,CMPTX,2022,Midwest
1,2970,eSchool eBots,Kenosha,Wisconsin,USA,,2009,Midwest
1,2972,RC Dawson,Lafayette,Colorado,USA,CMPTX,2022,West
15,2974,Walton Robotics,Marietta,Georgia,USA,CMPTX,2022,South
3,2976,The Spartabots,Sammamish,Washington,USA,CMPTX,2022,West
1,2984,"NASA, Lockheed, Qualcomm Vikings Robotics",La Jolla,California,USA,CMPTX,2022,West
1,2987,Rogue Robotics,Farmington,Minnesota,USA,CMPTX,2022,Midwest
8,2990,Hotwire,Turner,Oregon,USA,CMPTX,2022,West
3,2992,The S.S. Prometheus,Mandeville,Louisiana,USA,CMPTX,2022,South
3,2996,Cougars Gone Wired,Colorado Springs,Colorado,USA,CMPTX,2022,West
2,3003,TAN(X),Canandaigua,New York,USA,CMPTX,2022,Northeast
6,3005,RoboChargers,Dallas,Texas,USA,CMPTX,2022,South
1,3006,Red Rock Robotics,Salt Lake City,Utah,USA,CMPTX,2022,West
2,3008,Team Magma,Honolulu,Hawaii,USA,CMPTX,2022,West
2,3010,The Red Plague,Centerburg,Ohio,USA,CMPTX,2022,Midwest
9,3015,Ranger Robotics,Spencerport,New York,USA,CMPTX,2022,Northeast
3,3018,Nordic Storm,Saint Peter,Minnesota,USA,CMPTX,2022,Midwest
1,3021,The  Agency,Escondido,California,USA,CMPTX,2022,West
1,3024,My Favorite Team,Ashland,Oregon,USA,CMPTX,2022,West
1,3026,Orange Crush Robotics,Delano,Minnesota,USA,CMPTX,2022,Midwest
2,3035,Droid Rage,Corpus Christi,Texas,USA,CMPTX,2022,South
1,3037,LOBOTS,Longview,Texas,USA,CMPTX,2022,South
1,3038,ICE,North Branch,Minnesota,USA,CMPTX,2022,Midwest
3,3039,Wildcat Robotics,Destrehan,Louisiana,USA,CMPTX,2022,South
2,3042,Cobalt Catalysts,Apple Valley,Minnesota,USA,CMPTX,2022,Midwest
1,3044,Team 0xBE4,Ballston Spa,New York,USA,CMPTX,2022,Northeast
1,3049,BremerTron,Bremerton,Washington,USA,CMPTX,2022,West
1,3059,Riverside Envirobotics,Yonkers,New York,USA,,2015,Northeast
1,3061,Huskie Robotics,Naperville,Illinois,USA,CMPTX,2022,Midwest
1,3081,RoboEagles,Bloomington,Minnesota,USA,CMPTX,2022,Midwest
1,3082,Chicken Bot Pie,Minnetonka,Minnesota,USA,CMPTX,2022,Midwest
1,3091,100 Scholars,Atlanta,Georgia,USA,CMPTX,2022,South
1,3095,Pilots,Warren,Michigan,USA,,2009,Midwest
1,3096,The Village Bulldogs,Detroit,Michigan,USA,CMPTX,2022,Midwest
7,3098,Waterford Robotics,Waterford,Michigan,USA,CMPTX,2022,Midwest
2,3102,Tech-No-Tigers,Nevis,Minnesota,USA,CMPTX,2022,Midwest
1,3119,Rockets,Detroit,Michigan,USA,,2010,Midwest
2,3123,Wildcogs,Pottstown,Pennsylvania,USA,,2013,Northeast
1,3128,Aluminum Narwhals,San Diego,California,USA,CMPTX,2022,West
5,3130,The ERRORs,Woodbury,Minnesota,USA,CMPTX,2022,Midwest
1,3136,Official Robotics Constructors of Ashland,Ashland,Virginia,USA,CMPTX,2022,South
2,3137,T-Birds ,Bohemia,New York,USA,CMPTX,2022,Northeast
1,3138,Innovators Robotics,Dayton,Ohio,USA,CMPTX,2022,Midwest
2,3140,Flagship,Knoxville,Tennessee,USA,CMPTX,2022,South
3,3142,Aperture,Newton,New Jersey,USA,CMPTX,2022,Northeast
1,3145,TeraViks,Coeur D Alene,Idaho,USA,CMPTX,2022,West
1,3146,GRANBY GRUNTS,Granby,Connecticut,USA,CMPTX,2022,Northeast
1,3147,Munster Horsepower,Munster,Indiana,USA,CMPTX,2022,Midwest
2,3160,F. R. O. G. - FIRST Robotics Organization of Grove,Grove,Oklahoma,USA,CMPTX,2022,South
1,3166,First Year Ravens,Sandy,Utah,USA,CMPTX,2022,West
1,3167,Mechanical Misfits,Philadelphia,Pennsylvania,USA,CMPMO,2017,Northeast
3,3171,HURRICANES,Westhampton Beach,New York,USA,CMPTX,2022,Northeast
1,3173,IgKnighters,Rochester,New York,USA,CMPTX,2022,Northeast
7,3175,Knight Vision,Grosse Pointe Woods,Michigan,USA,CMPTX,2022,Midwest
1,3176,Purple Precision,Brownsburg,Indiana,USA,CMPTX,2022,Midwest
1,3182,Athena's Warriors,Hartford,Connecticut,USA,CMPTX,2022,Northeast
1,3184,Blaze Robotics,Burnsville,Minnesota,USA,CMPTX,2022,Midwest
3,3189,Circuit Breakers,Placerville,California,USA,CMPTX,2022,West
1,3191,The Wingnuts,Salt Lake City,Utah,USA,,2014,West
1,3193,Falco Tech,Austintown,Ohio,USA,CMPTX,2022,Midwest
1,3196,Team SPORK,Mooresville,North Carolina,USA,CMPTX,2022,South
1,3204,Steampunk Penguins,Jamaica Estates,New York,USA,CMPTX,2022,Northeast
2,3205,Patriots,Concord,Massachusetts,USA,CMPTX,2022,Northeast
2,3218,Panther Robotics,Bonney Lake,Washington,USA,CMPTX,2022,West
1,3219,"TREAD (Trojan Robotics, Engineering, Art, & Design)",Auburn,Washington,USA,CMPTX,2022,West
1,3223,Robotics Of Central Kitsap (ROCK 3223),Silverdale,Washington,USA,CMPTX,2022,West
4,3229,Hawktimus Prime,Holly Springs,North Carolina,USA,CMPTX,2022,South
3,3230,PrototypeX,Salt Lake City,Utah,USA,CMPTX,2022,West
1,3234,Red Arrows,Lowell,Michigan,USA,CMPTX,2022,Midwest
1,3237,Event Horizon,Spanaway,Washington,USA,CMPTX,2022,West
4,3238,Cyborg Ferrets,Anacortes,Washington,USA,CMPTX,2022,West
2,3239,Birds of Prey,Layton,Utah,USA,CMPTX,2022,West
2,3240,Team Orion,San Antonio,Texas,USA,CMPTX,2022,South
1,3244,Granite City Gear Heads,Saint Cloud,Minnesota,USA,CMPTX,2022,Midwest
5,3245,Ravens,Sandy,Utah,USA,CMPTX,2022,West
4,3255,SuperNURDs,Escondido,California,USA,CMPTX,2022,West
1,3256,WarriorBorgs,San Jose,California,USA,CMPTX,2022,West
1,3257,Vortechs,Roseville,California,USA,CMPTX,2022,West
1,3259,Thoroughbots,Somerset,Kentucky,USA,CMPMO,2017,South
1,3260,SHARP,Pittsburgh,Pennsylvania,USA,CMPTX,2022,Northeast
2,3266,Robots-R-Us,Eaton,Ohio,USA,CMPTX,2022,Midwest
2,3274,Rocktown Robotics,Harrisonburg,Virginia,USA,CMPTX,2022,South
1,3276,TOOLCATS,New London,Minnesota,USA,CMPTX,2022,Midwest
1,3277,ProDigi,Thief River Falls,Minnesota,USA,CMPTX,2022,Midwest
1,3278,QWERTY Robotics,Detroit Lakes,Minnesota,USA,CMPTX,2022,Midwest
1,3280,RhodeRebels,Providence,Rhode Island,USA,,2014,Northeast
1,3282,Dallas Robo Tigers,Dallas,Texas,USA,CMPTX,2022,South
5,3284,Camdenton  LASER 3284,Camdenton,Missouri,USA,CMPTX,2022,Midwest
1,3301,Patriots,Portland,Indiana,USA,,2014,Midwest
4,3309,Friarbots,Anaheim,California,USA,CMPTX,2022,West
18,3310,Black Hawk Robotics,Heath,Texas,USA,CMPTX,2022,South
1,3313,Mechatronics,Alexandria,Minnesota,USA,CMPTX,2022,Midwest
5,3314,Mechanical Mustangs,Clifton,New Jersey,USA,CMPTX,2022,Northeast
4,3322,Skyline Robotics,Ann Arbor,Michigan,USA,CMPTX,2022,Midwest
1,3323,Potential Energy,Litchfield,New Hampshire,USA,CMPTX,2022,Northeast
2,3324,The Metrobots,Columbus,Ohio,USA,CMPTX,2022,Midwest
2,3329,Wildbots,Kingsland,Georgia,USA,CMPTX,2022,South
1,3337,Panthrobotics,Baton Rouge,Louisiana,USA,CMPTX,2022,South
2,3340,Union City MagneGeeks,Union City,New Jersey,USA,CMPTX,2022,Northeast
1,3344,Space Dragons,Fayetteville,Georgia,USA,CMPTX,2022,South
2,3352,3352 Flaming Monkeys 4-H Robotics Club,Belvidere,Illinois,USA,CMPTX,2022,Midwest
1,3355,Purple Vipers,Arlington,Texas,USA,CMPTX,2022,South
14,3357,COMETS,Grand Rapids,Michigan,USA,CMPTX,2022,Midwest
1,3359,Royal Robotics,Portsmouth,Virginia,USA,CMPTX,2022,South
1,3364,Panhandle Pirates,Tallahassee,Florida,USA,,2010,South
1,3373,Team RoboHawk,Warrenton,Virginia,USA,CMPTX,2022,South
1,3374,Jackson Hole RoboBroncs,Jackson,Wyoming,USA,CMPTX,2022,West
2,3393,Horns of Havoc,Puyallup ,Washington,USA,CMPTX,2022,West
2,3397,Robolions,Saint Louis,Missouri,USA,CMPTX,2022,Midwest
1,3405,ALChemists,Salem,Utah,USA,CMPTX,2022,West
3,3414,Hackbots,Farmington,Michigan,USA,CMPTX,2022,Midwest
3,3419,RoHawks,New York,New York,USA,CMPTX,2022,Northeast
7,3452,GreengineerZ,Berrien Springs,Michigan,USA,CMPTX,2022,Midwest
1,3458,Code Blue,Holland,Michigan,USA,CMPTX,2022,Midwest
2,3459,Team PyroTech,Cary,North Carolina,USA,CMPTX,2022,South
2,3461,Operation PEACCE Robotics ,Bristol,Connecticut,USA,CMPTX,2022,Northeast
1,3464,Sim-City,Simsbury,Connecticut,USA,CMPTX,2022,Northeast
6,3467,Windham Windup,Windham,New Hampshire,USA,CMPTX,2022,Northeast
2,3473,Team Sprocket,Diamond Bar,California,USA,CMPTX,2022,West
10,3476,Code Orange,Irvine,California,USA,CMPTX,2022,West
2,3481,Bronc Botz ,San Antonio,Texas,USA,CMPTX,2022,South
1,3489,Category 5,North Charleston,South Carolina,USA,CMPTX,2022,South
1,3490,Viper Drive,Summerville,South Carolina,USA,CMPTX,2022,South
2,3492,Putnam Area Robotics Team (P.A.R.T.s),Winfield,West Virginia,USA,CMPTX,2022,South
3,3494,The Quadrangles,Bloomington,Indiana,USA,CMPTX,2022,Midwest
4,3506,YETI Robotics,Charlotte,North Carolina,USA,CMPTX,2022,South
1,3509,Team Fallout,Niles,Michigan,USA,,2014,Midwest
2,3512,Spartatroniks,Orcutt,California,USA,CMPTX,2022,West
1,3528,Up Next,Kansas City,Missouri,USA,CMPMO,2017,Midwest
4,3534,House of Cards,Davison,Michigan,USA,CMPTX,2022,Midwest
1,3535,Galaktech Invaders,North Branch,Michigan,USA,CMPTX,2022,Midwest
2,3536,Electro Eagles,Hartland,Michigan,USA,CMPTX,2022,Midwest
17,3538,RoboJackets,Auburn Hills,Michigan,USA,CMPTX,2022,Midwest
4,3539,Byting Bulldogs,Romeo,Michigan,USA,CMPTX,2022,Midwest
1,3542,S.P.E.E.D,Temperance,Michigan,USA,CMPTX,2022,Midwest
4,3546,Buc'n'Gears,Grand Haven,Michigan,USA,CMPTX,2022,Midwest
1,3547,VIRUS,Monroe,Michigan,USA,CMPTX,2022,Midwest
3,3548,RoboRavens2 ,Royal Oak,Michigan,USA,,2016,Midwest
1,3562,LiveWire Robotics 3562,Pocatello,Idaho,USA,CMPTX,2022,West
1,3572,Wavelength,Norton Shores,Michigan,USA,CMPTX,2022,Midwest
1,3574,HIGH TEKERZ,Seattle,Washington,USA,CMPTX,2022,West
1,3575,Okanogan FFA ,Okanogan,Washington,USA,CMPTX,2018,West
1,3586,Pride in the Tribe-Caveman Robotics,Reardan,Washington,USA,CMPTX,2018,West
1,3588,the Talon,Renton,Washington,USA,CMPTX,2022,West
1,3593,Invictus,Tulsa,Oklahoma,USA,CMPTX,2022,South
1,3598,SEStematic Eliminators,Sacramento,California,USA,CMPTX,2022,West
4,3602,RoboMos,Escanaba,Michigan,USA,CMPTX,2022,Midwest
1,3603,Cyber Coyotes,Reed City ,Michigan,USA,CMPTX,2022,Midwest
6,3604,Goon Squad,Brownstown,Michigan,USA,CMPTX,2022,Midwest
1,3609,Duct Tape Dragons,Portland,Maine,USA,CMPTX,2022,Northeast
1,3612,GearHogs,Springdale,Arkansas,USA,CMPTX,2022,South
2,3616,Team Phenomena 3616,Lafayette,Louisiana,USA,CMPTX,2022,South
2,3617,Cold Logic,Marquette,Michigan,USA,CMPTX,2022,Midwest
6,3620,Average Joes,Saint Joseph,Michigan,USA,CMPTX,2022,Midwest
2,3623,TerrorBots,Leominster,Massachusetts,USA,CMPTX,2022,Northeast
1,3624,ThunderColts,Huntington Station,New York,USA,CMPTX,2022,Northeast
1,3627,The Jungle Robotics,Sarasota,Florida,USA,CMPTX,2022,South
3,3630,Stampede,Minneapolis,Minnesota,USA,CMPTX,2022,Midwest
1,3636,Generals,Portland,Oregon,USA,CMPTX,2022,West
4,3641,The Flying Toasters,South Lyon,Michigan,USA,CMPTX,2022,Midwest
1,3642,Huskies,Jackson,Minnesota,USA,,2012,Midwest
4,3647,Millennium Falcons,San Diego,California,USA,CMPTX,2022,West
1,3648,Sparta Robotica,Denver,Colorado,USA,CMPTX,2022,West
3,3653,Botcats,Hollywood,Florida,USA,CMPTX,2022,South
2,3654,TechTigers,Middletown,Connecticut,USA,CMPTX,2022,Northeast
4,3655,Tractor Technicians,Mason,Michigan,USA,CMPTX,2022,Midwest
4,3656,Dreadbots,Dexter,Michigan,USA,CMPTX,2022,Midwest
1,3660,LIGHTSABERS,Oklahoma City,Oklahoma,USA,CMPTX,2022,South
4,3661,RoboWolves,Wadesboro,North Carolina,USA,CMPTX,2022,South
4,3663,CPR - Cedar Park Robotics,Bothell,Washington,USA,CMPTX,2022,West
3,3667,Mecanum Knights,Port Huron,Michigan,USA,CMPTX,2022,Midwest
2,3668,TroBots,Whitmore Lake,Michigan,USA,CMPTX,2022,Midwest
1,3673,C.Y.B.O.R.G. Seagulls,Seaside,Oregon,USA,CMPTX,2022,West
4,3674,CloverBots,Battle Ground,Washington,USA,CMPTX,2022,West
1,3676,Redshift Robotics,Arlington,Texas,USA,CMPTX,2022,South
1,3679,rattlers,San Marcos,Texas,USA,CMPTX,2022,South
1,3680,Elemental Dragons,Statesville,North Carolina,USA,CMPTX,2022,South
2,3688,Norsemen,Suttons Bay,Michigan,USA,CMPTX,2022,Midwest
1,3692,Rock N' Robotics,Janesville,Wisconsin,USA,CMPTX,2022,Midwest
1,3704,Robosapiens,National City,California,USA,CMPTX,2022,West
9,3707,Brighton TechnoDogs,Brighton,Michigan,USA,CMPTX,2022,Midwest
3,3711,Iron Mustang,Trout Lake,Washington,USA,CMPTX,2022,West
1,3718,Junkyard Battalion,New Britain,Connecticut,USA,,2016,Northeast
1,3719,STEM Whalers ,New London ,Connecticut,USA,CMPTX,2022,Northeast
1,3728,Momentum,Houston,Texas,USA,CMPTX,2022,South
1,3735,VorTX,Spring,Texas,USA,CMPTX,2022,South
1,3737,Roto Raptors,Goldsboro,North Carolina,USA,CMPTX,2022,South
1,3743,Eagle Bots,Salado,Texas,USA,CMPTX,2022,South
2,3747,Chaotech,Mankato,Minnesota,USA,,2013,Midwest
1,3748,Ragnarok Robotics,Ellicott City,Maryland,USA,CMPTX,2022,Northeast
2,3750,Gator Robotics,Badger,Minnesota,USA,CMPTX,2022,Midwest
2,3753,BulahBots!,Baton Rouge,Louisiana,USA,CMPTX,2022,South
2,3767,Titans,Traverse City,Michigan,USA,CMPTX,2022,Midwest
3,3770,BlitzCreek,Midland,Michigan,USA,CMPTX,2022,Midwest
1,3773,Arrowhead Robotics,Tecumseh,Michigan,USA,CMPTX,2022,Midwest
2,3784,Bit by Bit 4-H Robotics Team,Aurora,Missouri,USA,,2014,Midwest
2,3786,Chargers,Kent,Washington,USA,CMPTX,2022,West
2,3789,On Track Robotics,Spokane,Washington,USA,CMPTX,2017,West
2,3792,Army Ants,Columbia,Missouri,USA,CMPTX,2022,Midwest
1,3799,Electric Fire,Elmira,New York,USA,CMPTX,2022,Northeast
1,3802,✨RoboPOP✨,Carrollton,Texas,USA,CMPTX,2022,South
1,3807,Overland BlazerBots,Aurora,Colorado,USA,CMPTX,2022,West
7,3824,HVA RoHAWKtics,Knoxville,Tennessee,USA,CMPTX,2022,South
1,3826,"Sequim Robotics Federation ""SRF"" ",Sequim,Washington,USA,CMPTX,2022,West
3,3834,Crab-bots,Port Lavaca,Texas,USA,CMPTX,2022,South
1,3843,ROBO RACERS,Murray,Kentucky,USA,CMPTX,2022,South
1,3844,Kentucky Wildbots,Corbin,Kentucky,USA,CMPTX,2022,South
8,3847,Spectrum   -△◅,Houston,Texas,USA,CMPTX,2022,South
1,3853,Pridetronics,Phoenix,Arizona,USA,CMPTX,2022,West
1,3859,Wolfpack Robotics,Elk Grove,California,USA,CMPTX,2022,West
1,3865,Riley WildBots,South Bend,Indiana,USA,CMPTX,2022,Midwest
1,3875,Red Storm Robotics,Kentwood,Michigan,USA,CMPTX,2022,Midwest
2,3880,Tiki Techs,Kailua Kona,Hawaii,USA,CMPTX,2022,West
3,3925,Circuit of Life,Ventura,California,USA,CMPTX,2022,West
3,3928,Team Neutrino,Ames,Iowa,USA,CMPTX,2022,Midwest
4,3929,Atomic Dragons,Philadelphia,Pennsylvania,USA,CMPTX,2022,Northeast
1,3931,Cockadoodle Dominators,Chickasha,Oklahoma,USA,CMPTX,2022,South
2,3932,The Dirty Mechanics,Boca Raton,Florida,USA,CMPTX,2022,South
1,3936,RoboBlitz 3936,Michigan City,Indiana,USA,CMPTX,2022,Midwest
5,3937,Breakaway,Searcy,Arkansas,USA,CMPTX,2022,South
6,3940,CyberTooth,Kokomo,Indiana,USA,CMPTX,2022,Midwest
2,3941,"FRC TEAM 3941 Absolute Zero Electricity - Northern Chesapeake STEM, Inc.",Aberdeen Proving Ground,Maryland,USA,CMPTX,2022,Northeast
3,3944,All Knights,Tempe,Arizona,USA,CMPTX,2022,West
1,3946,Tiger Robotics,Slidell,Louisiana,USA,CMPTX,2022,South
1,3947,The Last Crusaders,Knightstown,Indiana,USA,CMPTX,2022,Midwest
1,3950,RoboGym Robotics,Glen Head,New York,USA,CMPTX,2022,Northeast
1,3951,SUITS,Honeoye,New York,USA,CMPTX,2022,Northeast
1,3952,Troy Robotics,Fullerton,California,USA,CMPTX,2022,West
1,3954,4-H Electrotechs,Emlenton,Pennsylvania,USA,CMPTX,2022,Northeast
2,3958,Schrodinger's Cat,Boston,Massachusetts,USA,CMPTX,2022,Northeast
2,3959,Mech Tech,Somerville,Alabama,USA,CMPTX,2022,South
3,3965,Sultans,Santee,California,USA,CMPTX,2022,West
2,3970,Duncan Dynamics,Fresno,California,USA,CMPTX,2022,West
2,3991,KnightVision,Baton Rouge,Louisiana,USA,CMPTX,2022,South
11,4003,TriSonics,Allendale,Michigan,USA,CMPTX,2022,Midwest
2,4004,M.A.R.S. Rovers,Muskegon,Michigan,USA,CMPTX,2022,Midwest
