numWins,teamNumber,nameShort,city,stateProv,country,homeCMP,year,region
6,5907,CC Shambots,Novi,Michigan,USA,CMPTX,2022,Midwest
1,5908,Spartans,Stafford,Texas,USA,CMPTX,2022,South
4,5913,Patriotics,Pequot Lakes,Minnesota,USA,CMPTX,2022,Midwest
1,5915,Mercy Midnight Storm ,Detroit,Michigan,USA,CMPTX,2022,Midwest
2,5920,VIKotics,Palouse,Washington,USA,CMPTX,2022,West
1,5923,WildC.A.T.S.,Angleton,Texas,USA,CMPTX,2022,South
2,5926,Da MOOse,Port Huron,Michigan,USA,CMPTX,2022,Midwest
4,5927,Globetrotters,Zeeland,Michigan,USA,CMPTX,2022,Midwest
1,5931,Bots of Prey,Caldwell,Idaho,USA,,2016,West
1,5937,MI-Robotics,Mercer Island,Washington,USA,CMPTX,2022,West
3,5940,BREAD,Redwood City,California,USA,CMPTX,2022,West
1,5957,CAT 5 CyberCanes,Newport News,Virginia,USA,CMPTX,2022,South
1,5969,English Skunkworks,Jamaica Plain,Massachusetts,USA,CMPMO,2017,Northeast
1,5980,East Grand Rapids Robotics,Grand Rapids,Michigan,USA,CMPTX,2022,Midwest
1,5986,┌ Iron Fangs ┐,San Antonio,Texas,USA,CMPTX,2022,South
1,5992,Pirates,West Orange,New Jersey,USA,CMPTX,2022,Northeast
1,5997,Knightling Boltz,St. Gabriel,Louisiana,USA,CMPTX,2022,South
1,6000,Firehawk Robotics,Los Angeles,California,USA,CMPTX,2022,West
1,6002,ZooBOTix,Kalamazoo,Michigan,USA,CMPTX,2022,Midwest
1,6004,f(x) Robotics,Smithfield,North Carolina,USA,CMPTX,2022,South
1,6005,Cardinaltronics,Custer,Michigan,USA,CMPTX,2022,Midwest
2,6026,Tiger Strike,Broken Arrow,Oklahoma,USA,CMPTX,2022,South
1,6029,Railbots,Lincoln Park,Michigan,USA,CMPTX,2022,Midwest
1,6032,Pirate Robotics,Dayton,Ohio,USA,CMPTX,2022,Midwest
3,6036,Peninsula Robotics,Palo Alto,California,USA,CMPTX,2022,West
1,6045,Sabre Robotics,Sartell,Minnesota,USA,CMPTX,2022,Midwest
1,6055,BOSS,Batesville,Arkansas,USA,CMPTX,2022,South
1,6057,Thunderbots,Dearborn,Michigan,USA,CMPTX,2022,Midwest
1,6075,Leland Zebrotics,Leland,Michigan,USA,CMPTX,2022,Midwest
3,6076,Mustang Mechanica,Northport,Washington,USA,CMPTX,2022,West
1,6077,Wiking Kujon,Posen,Michigan,USA,CMPTX,2022,Midwest
3,6081,Digital Dislocators,Manchester,Michigan,USA,CMPTX,2022,Midwest
4,6085,Green Devil Bots,Brown City,Michigan,USA,CMPTX,2022,Midwest
1,6086,Ignition,Mt. Morris,Michigan,USA,CMPTX,2022,Midwest
1,6087,Cybertronic Lancers,Ellsworth,Michigan,USA,CMPTX,2022,Midwest
4,6090,Wayland Wildcats,Wayland,Michigan,USA,CMPTX,2022,Midwest
1,6091,Eagle 1,Deckerville,Michigan,USA,CMPTX,2022,Midwest
1,6093,Unplugged,Sandusky,Michigan,USA,CMPTX,2022,Midwest
1,6101,Strange Quarks,Ann Arbor,Michigan,USA,CMPTX,2022,Midwest
1,6114,Hamilton CyberHawks,Hamilton,Michigan,USA,CMPTX,2022,Midwest
2,6116,Cougar Robotics,Garden City,Michigan,USA,CMPTX,2022,Midwest
1,6117,Wingspan,Pontiac,Michigan,USA,CMPTX,2022,Midwest
2,6120,CyberStangs,New Haven,Michigan,USA,CMPTX,2022,Midwest
1,6121,RoboVikes,Grayling,Michigan,USA,CMPTX,2022,Midwest
1,6122,Potential Energy,Bear Lake,Michigan,USA,CMPTX,2022,Midwest
2,6128,M.O.T.O.R (More Than Our Robot),Hart,Michigan,USA,CMPTX,2022,Midwest
1,6146,Blackjacks,Dawson,Minnesota,USA,CMPTX,2022,Midwest
1,6153,Blue Crew,Farmington,Maine,USA,CMPTX,2022,Northeast
1,6155,ElektraBots,San Antonio,Texas,USA,CMPTX,2022,South
1,6161,Equilibrium,Gray,Maine,USA,CMPTX,2022,Northeast
2,6175,EVW Mystery Machine,Eden Valley-Watkins,Minnesota,USA,CMPTX,2022,Midwest
1,6193,The Legend of Robotics,Bay City,Michigan,USA,CMPTX,2022,Midwest
1,6194,The Aftershocks,Cumberland,Virginia,USA,CMPTX,2022,South
1,6201,The Highlanders,Somerville,Massachusetts,USA,CMPTX,2022,Northeast
1,6203,Titanium Knights Robotics,Hackensack,New Jersey,USA,CMPMI,2018,Northeast
1,6213,Team Quantum,Bowie,Maryland,USA,CMPTX,2022,Northeast
1,6214,PHEnix,Burgaw,North Carolina,USA,CMPTX,2022,South
1,6215,Armored Eagles,Apex,North Carolina,USA,CMPTX,2022,South
1,6220,MEME Team,Los Alamitos,California,USA,CMPTX,2022,West
1,6225,SLC Roarin' Robotics,Fort Pierce,Florida,USA,CMPTX,2018,South
1,6226,Blue Devils,Burlington,New Jersey,USA,CMPTX,2022,Northeast
1,6314,DM Robotics The WolfPack,Scottsdale,Arizona,USA,CMPTX,2018,West
1,6324,The Blue Devils,Salem,New Hampshire,USA,CMPTX,2022,Northeast
1,6326,⚡ Baltimore Bolts ⚡,Baltimore,Maryland,USA,CMPTX,2022,Northeast
1,6327,The Fighting Gophers,Springfield,Pennsylvania,USA,CMPTX,2022,Northeast
10,6328,Mechanical Advantage,Littleton,Massachusetts,USA,CMPTX,2022,Northeast
3,6329,The Bucks' Wrath,Bucksport,Maine,USA,CMPTX,2022,Northeast
1,6334,Aluminati,Midlothian,Virginia,USA,CMPTX,2022,South
3,6340,The Marist Manatees,Atlanta,Georgia,USA,CMPTX,2022,South
2,6357,The Spring Konstant,Dripping Springs,Texas,USA,CMPTX,2022,South
1,6366,RAM Rodz Robotics,Simpsonville,South Carolina,USA,CMPTX,2022,South
2,6377,Howdy Bots,Austin,Texas,USA,CMPTX,2022,South
1,6391,Ursuline Bearbotics,Saint Louis,Missouri,USA,CMPTX,2022,Midwest
2,6401,8-bit RAMs,New City,New York,USA,CMPTX,2022,Northeast
1,6411,Gravediggers,Sandy,Utah,USA,CMPTX,2022,West
1,6418,The Missfits,San Francisco,California,USA,CMPTX,2022,West
1,6420,Fire Island Robotics,Muscatine,Iowa,USA,CMPTX,2022,Midwest
2,6421,WarriorBots,Muskego,Wisconsin,USA,CMPTX,2022,Midwest
1,6424,Stealth Panther Robotics,Knob Noster,Missouri,USA,CMPTX,2022,Midwest
1,6443,AEMBOT,Hillsboro,Oregon,USA,CMPTX,2022,West
1,6445,CTEC Robotics,Salem,Oregon,USA,CMPTX,2022,West
1,6453,Bog Bots!,Kelliher,Minnesota,USA,CMPTX,2022,Midwest
1,6455,The Coded Collective,Waterloo,Iowa,USA,CMPTX,2022,Midwest
3,6465,Mystic Biscuit,Bend,Oregon,USA,CMPTX,2022,West
1,6471,Lee County High School Trobots,Leesburg,Georgia,USA,CMPTX,2022,South
1,6479,AZTECH Robotics,Tempe,Arizona,USA,CMPTX,2022,West
1,6498,Castle Robotics,Newburgh,Indiana,USA,CMPTX,2022,Midwest
1,6502,DARC SIDE,Durham,North Carolina,USA,CMPTX,2022,South
1,6504,FCHS Jagwires,Falls Church,Virginia,USA,CMPTX,2022,South
1,6512,Coastal CATastrophe,Shallotte,North Carolina,USA,CMPTX,2022,South
2,6517,So-Kno Robo ,Knoxville,Tennessee,USA,CMPTX,2022,South
1,6532,TechnoPaths,Detroit,Michigan,USA,CMPTX,2022,Midwest
1,6533,BeaverTech,Beaverton,Michigan,USA,CMPTX,2022,Midwest
1,6543,pumaTECH,Oakton,Virginia,USA,CMPTX,2022,South
1,6547,Flaming Metal Robotics,Magnolia,Texas,USA,CMPTX,2022,South
2,6560,Charging Champions,Irvine,California,USA,CMPTX,2022,West
3,6569,Gladiators,Ontonagon,Michigan,USA,CMPTX,2022,Midwest
1,6573,Alanson Viking Robotics,Alanson,Michigan,USA,CMPTX,2022,Midwest
2,6574,Ferradermis,Whitewater,Wisconsin,USA,CMPTX,2022,Midwest
1,6582,Vestabots,Vestaburg,Michigan,USA,CMPTX,2022,Midwest
2,6586,Tuskin' Raiders,Texarkana,Arkansas,USA,CMPTX,2022,South
1,6588,Counter-Torque Robotics,Lawton,Michigan,USA,CMPTX,2022,Midwest
1,6591,Panther Powered Robotics 6591,Stockbridge,Michigan,USA,CMPTX,2022,Midwest
1,6610,Robot Roll Call,Burton,Michigan,USA,CMPTX,2022,Midwest
1,6613,Gogebic Range Robotics,Hurley,Wisconsin,USA,CMPMI,2018,Midwest
1,6615,Belle Voxel - Bots,Belleville,Michigan,USA,CMPTX,2022,Midwest
2,6618,WARHBOTS,Flat Rock,Michigan,USA,CMPTX,2022,Midwest
1,6637,BetaWolves,Carney,Michigan,USA,CMPTX,2022,Midwest
1,6642,Harrison Stingers of Steel,Harrison,Michigan,USA,CMPTX,2022,Midwest
1,6645,Alloy Obsession,Crosby,Texas,USA,CMPTX,2022,South
1,6646,Belton Robotics Spacemakers,Belton,Texas,USA,CMPTX,2022,South
1,6657,Arborbotics,Visalia,California,USA,CMPTX,2022,West
6,6672,Fusion Corps,Irving,Texas,USA,CMPTX,2022,South
1,6691,Torque,Wolfeboro,New Hampshire,USA,CMPTX,2022,Northeast
1,6704,Mid Pacific Owl Robotics,Honolulu,Hawaii,USA,CMPTX,2022,West
2,6705,WildCat 5e,Atlanta,Georgia,USA,CMPTX,2022,South
1,6712,Mountaineers,Chatsworth,Georgia,USA,CMPTX,2022,South
1,6721,Tindley Trailblazers,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
1,6722,LED Robotics,New Port Richey,Florida,USA,CMPTX,2022,South
3,6729,RobCoBots,Lumberton,North Carolina,USA,CMPTX,2022,South
1,6731,Record Robotics ,Belmont,Massachusetts,USA,CMPTX,2022,Northeast
1,6749,tERAbytes,Hopkins,Minnesota,USA,CMPTX,2022,Midwest
1,6753,CBA RoboKings,Midland,Michigan,USA,CMPTX,2022,Midwest
2,6763,FUSION,Manchester,New Hampshire,USA,CMPTX,2022,Northeast
4,6800,Valor,Austin,Texas,USA,CMPTX,2022,South
1,6814,Ellipse ,Santa Rosa,California,USA,CMPTX,2022,West
2,6823,USM Robotics - Wildcats,Milwaukee,Wisconsin,USA,CMPTX,2022,Midwest
5,6829,Ignite Robotics,Suwanee,Georgia,USA,CMPTX,2022,South
2,6833,Phoenix Robotics,Phoenix,Arizona,USA,CMPTX,2022,West
1,6844,Provotypes,Provo,Utah,USA,CMPTX,2022,West
1,6863,Squirrels,Woodbine,Maryland,USA,CMPTX,2022,Northeast
1,6868,Cadet Robotics,Hilton,New York,USA,CMPTX,2022,Northeast
2,6882,Fahrenheit Robotics,Fredericksburg,Virginia,USA,CMPTX,2022,South
1,6910,Mill Creek Steel Talons,Hoschton,Georgia,USA,CMPTX,2022,South
1,6911,SO BOTZ,Orangeburg,New York,USA,CMPTX,2022,Northeast
6,6919,The Commodores,Albany,Georgia,USA,CMPTX,2022,South
1,6925,W.A.Robotics,College Park,Georgia,USA,CMPTX,2022,South
1,6934,Scorps,Camarillo,California,USA,CMPTX,2022,West
1,6943,Blue Bears,Newark,New Jersey,USA,CMPTX,2022,Northeast
1,6945,Children of the Corn,Blairstown,New Jersey,USA,CMPTX,2022,Northeast
1,6961,SIbots,Spartanburg,South Carolina,USA,CMPTX,2022,South
2,6963,Blood Sweat and Gears,Remus,Michigan,USA,CMPTX,2022,Midwest
1,6995,NOMAD,Escondido,California,USA,CMPTX,2022,West
2,7021,TC Robotics,Arcadia,Wisconsin,USA,CMPTX,2022,Midwest
2,7034,2B Determined,West Linn,Oregon,USA,CMPTX,2022,West
1,7042,Poly Rabbotics,Long Beach,California,USA,CMPTX,2022,West
1,7045,MCCrusaders,Denville,New Jersey,USA,CMPTX,2022,Northeast
1,7048,Red River Rage,Fargo,North Dakota,USA,CMPTX,2022,Midwest
1,7056,The F.A.S.T. Team - Fowlerville Area Scientific Technicians,Fowlerville,Michigan,USA,CMPTX,2022,Midwest
3,7072,O.G.R.E. (Opelika's Greatest Robotics Engineers),Opelika,Alabama,USA,CMPTX,2022,South
1,7084,Hillman Pyrobots,Hillman,Michigan,USA,CMPTX,2022,Midwest
2,7088,Robodogs,Somerset,Texas,USA,CMPTX,2022,South
1,7094,Alpha Omega,Bay Saint Louis,Mississippi,USA,CMPTX,2022,South
1,7115,Red Lion Bots,Houston,Texas,USA,CMPTX,2022,South
1,7119,Sunset RoboBison,Dallas,Texas,USA,CMPTX,2022,South
1,7123,Emerald City Robotics,Mount Vernon,Arkansas,USA,CMPTX,2022,South
1,7127,LongMetal ,Longmeadow,Massachusetts,USA,CMPTX,2022,Northeast
2,7144,NexTech Hydra,Okemos,Michigan,USA,CMPTX,2022,Midwest
2,7153,Aetos Dios (Eagles of Zeus),Manchester,Connecticut,USA,CMPTX,2022,Northeast
1,7155,The Robotic Rangers,Manton,Michigan,USA,CMPTX,2022,Midwest
1,7157, μBotics,Brea,California,USA,CMPTX,2022,West
1,7160,Ludington O-Bots,Ludington,Michigan,USA,CMPTX,2022,Midwest
2,7178,Yeti,Walled Lake,Michigan,USA,CMPTX,2022,Midwest
1,7179,Crossfire,Garland,Texas,USA,CMPTX,2022,South
1,7191,ABT Gators,Melvindale,Michigan,USA,CMPTX,2022,Midwest
1,7192,Blue Thunderneers,Croswell,Michigan,USA,CMPTX,2022,Midwest
1,7198,TL Fearsome Gears,Monticello,Indiana,USA,CMPTX,2022,Midwest
1,7209,Titanium Trojans (Homer Robotics Club),Homer,Michigan,USA,CMPTX,2022,Midwest
1,7211,Hollywood,Holly,Michigan,USA,CMPTX,2022,Midwest
1,7213,Gladwin Knights,Gladwin,Michigan,USA,CMPTX,2022,Midwest
1,7218,Bradford Botdogs,Southfield,Michigan,USA,CMPTX,2022,Midwest
1,7226,Error 404,Lansing,Michigan,USA,CMPTX,2022,Midwest
1,7244,Huskies Robotics,Atlanta,Michigan,USA,CMPTX,2022,Midwest
1,7248,Tactical Hams,Wyoming,Michigan,USA,CMPTX,2022,Midwest
1,7256,Irish Robotics,Kalamazoo,Michigan,USA,CMPTX,2022,Midwest
1,7258,Robolobos - Hiawatha Collegiate,Minneapolis,Minnesota,USA,CMPTX,2022,Midwest
1,7315,Giga Knights,Albany,Georgia,USA,CMPTX,2022,South
2,7407,Wired Boars,Wallingford,Connecticut,USA,CMPTX,2022,Northeast
1,7411,CrossThreaded,Cedar Falls,Iowa,USA,CMPTX,2022,Midwest
1,7414,RetroRobotics,Collegeville,Pennsylvania,USA,CMPTX,2022,Northeast
1,7416,Northern Horizons,Bethlehem,New Hampshire,USA,CMPTX,2022,Northeast
1,7419,QLS Tech Support,Dublin,California,USA,CMPTX,2022,West
1,7425,Green Valley Robotics,Henderson,Nevada,USA,CMPTX,2022,West
2,7429,Convergence,Midlothian,Virginia,USA,CMPTX,2022,South
5,7457,suPURDUEper Robotics,Indianapolis,Indiana,USA,CMPTX,2022,Midwest
1,7460,Avi and Friends,Sylvania,Ohio,USA,CMPTX,2022,Midwest
1,7461,Sushi Squad,Redmond,Washington,USA,CMPTX,2022,West
1,7499,Stallion Robotics,Tifton,Georgia,USA,CMPTX,2022,South
1,7501,Golden Gears,Brooklyn,Michigan,USA,CMPTX,2022,Midwest
1,7521,ULTIMATE Robotics,Laredo,Texas,USA,CMPTX,2022,South
1,7541,Maple River Robotics,Mapleton,Minnesota,USA,CMPTX,2022,Midwest
1,7599,Blue Pride,Philadelphia,Pennsylvania,USA,CMPTX,2022,Northeast
1,7616,Cerberus,Sweeny,Texas,USA,CMPTX,2022,South
3,7617,RoboBlazers,Carmel,Indiana,USA,CMPTX,2022,Midwest
1,7621,Iron Rangers,Spring Branch,Texas,USA,CMPTX,2022,South
1,7651,Bethlehem Eagles,Bethlehem,New York,USA,CMPTX,2022,Northeast
1,7656,MC Hammers,Michigan Center,Michigan,USA,CMPTX,2022,Midwest
2,7657,ThunderBots,Evansville,Indiana,USA,CMPTX,2022,Midwest
1,7660,The Byting Irish,Ann Arbor,Michigan,USA,CMPTX,2022,Midwest
1,7663,Sleuth Robotics,Fresno,California,USA,CMPTX,2022,West
1,7671,Fire Hazard,Creedmoor,North Carolina,USA,CMPTX,2022,South
1,7691,TSA All Stars,Tomball,Texas,USA,CMPTX,2022,South
1,7694,THE IRON LIONS,West Hartford,Connecticut,USA,CMPTX,2022,Northeast
1,7703,RoboBears,Scottsdale,Arizona,USA,CMPTX,2022,West
1,7708,Tiger Nation ,Terrell,Texas,USA,CMPTX,2022,South
2,7763,Carrborobotics,Carrboro,North Carolina,USA,CMPTX,2022,South
2,7768,The Iron Hill Automatons,Iron River,Michigan,USA,CMPTX,2022,Midwest
4,7769,The CREW,Royal Oak,Michigan,USA,CMPTX,2022,Midwest
1,7782,Wolverine Circuit Breakers,Rock,Michigan,USA,CMPTX,2022,Midwest
1,7809,Valhalla Nation,Bangor,Michigan,USA,CMPTX,2022,Midwest
1,7822,Generals Robotics,South Hamilton,Massachusetts,USA,CMPTX,2022,Northeast
1,7848,WI-FIghterz,Pontiac,Illinois,USA,CMPTX,2022,Midwest
1,7855,Bone Yard Bro-bots,Mesick,Michigan,USA,CMPTX,2022,Midwest
1,7856,UPAD NASA Fusion,Detroit,Michigan,USA,CMPTX,2022,Midwest
1,7869,The Fun Gang,New Haven,Connecticut,USA,CMPTX,2022,Northeast
1,7883,CCHS RazorBots ,Augusta,Georgia,USA,CMPTX,2022,South
1,7886,Cadet Robotics,Frederick,Maryland,USA,CMPTX,2022,Northeast
3,7890,SeQuEnCe,Raleigh,North Carolina,USA,CMPTX,2022,South
1,7913,"""Bear""ly Functioning",Bristol,New Hampshire,USA,CMPTX,2022,Northeast
1,8006,"The Phantoms, from Cathedral High School",Los Angeles,California,USA,CMPTX,2022,West
1,8016,Eco Robotics,Rohnert Park,California,USA,CMPTX,2022,West
1,8022,Raging Hawk Robotics,Las Vegas,Nevada,USA,CMPTX,2022,West
2,8023,LRTC 8023 ,Lewiston,Maine,USA,CMPTX,2022,Northeast
1,8051,TinkRex,Tukwila,Washington,USA,CMPTX,2022,West
2,8085,MOJO,Milford,Connecticut,USA,CMPTX,2022,Northeast
1,8088,Bionic Panthers,Liberty Hill,Texas,USA,CMPTX,2022,South
1,8115,Platinum Peacocks,Chesterfield,Michigan,USA,CMPTX,2022,Midwest
1,8116,Hatchet Robotics,Washington,Indiana,USA,CMPTX,2022,Midwest
2,8122,Robotic Eagles ,Chicago,Illinois,USA,CMPTX,2022,Midwest
2,8144,Red Chair Robotics,Cypress,Texas,USA,CMPTX,2022,South
2,8177,Vector,Tomball,Texas,USA,CMPTX,2022,South
1,8210,Rambotics Inc.,Houston,Texas,USA,CMPTX,2022,South
2,8332,Alternate Reality,Auburn Hills,Michigan,USA,CMPTX,2022,Midwest
1,8368,Red Eye Robotics,Flint,Michigan,USA,CMPTX,2022,Midwest
1,8380,Clarenceville Trojans,Livonia,Michigan,USA,CMPTX,2022,Midwest
1,8382,The Pebbles-Robotics of Kingsford,Kingsford,Michigan,USA,CMPTX,2022,Midwest
1,8400,Boyne Falls Loggers,Boyne Falls,Michigan,USA,CMPTX,2022,Midwest
1,8512,Manzano Monarchs,Albuquerque,New Mexico,USA,CMPTX,2022,West
1,8513,Sisters 1st,Morristown,New Jersey,USA,CMPTX,2022,Northeast
1,8516,Wired Up,Andover,Minnesota,USA,CMPTX,2022,Midwest
2,8532,Classified,Umatilla,Oregon,USA,CMPTX,2022,West
1,8546,\n,Eagle,Idaho,USA,CMPTX,2022,West
1,8573,Rogue-Rangers LEGACY ,Alton,Texas,USA,CMPTX,2022,South
3,8576,Golden Warriors Robotics,Fulshear,Texas,USA,CMPTX,2022,South
1,8592,Newton Squared,Fairfax,Virginia,USA,CMPTX,2022,South
1,8604,Alpha Centauri,Lexington,Massachusetts,USA,CMPTX,2022,Northeast
1,8626,Cyber Sailors,Scituate,Massachusetts,USA,CMPTX,2022,Northeast
1,8711,The Midnight Ostrich Runners,Broken Arrow,Oklahoma,USA,CMPTX,2022,South
1,8714,Mater Dei-namics,Middletown,New Jersey,USA,CMPTX,2022,Northeast
1,8717,Cyber Vipers,Las Vegas,Nevada,USA,CMPTX,2022,West
1,8728,Argonauts,Troy,Michigan,USA,CMPTX,2022,Midwest
3,8736,The Mechanisms,Marietta,Georgia,USA,CMPTX,2022,South
1,8746,Knights,Raleigh,North Carolina,USA,CMPTX,2022,South
2,8757,GeodeBots,Greensboro,North Carolina,USA,CMPTX,2022,South
1,8819,The ARC-TECH BEARS,Austin,Texas,USA,CMPTX,2022,South
1,8833,Buzz City Robotics,Charlotte,North Carolina,USA,CMPTX,2022,South
1,8847,Milwaukee Cyber Cheese,Milwaukee,Wisconsin,USA,CMPTX,2022,Midwest
1,8849,Storm Robotics,Alpharetta,Georgia,USA,CMPTX,2022,South
1,8852,Drew Robotics,San Francisco,California,USA,CMPTX,2022,West
1,8858,Atlas,Wylie,Texas,USA,CMPTX,2022,South
1,8865,Dacula Falcons Robotics,Dacula,Georgia,USA,CMPTX,2022,South
1,8871,Saber Dynamics,Ewa Beach,Hawaii,USA,CMPTX,2022,West
1,8889,Project W,Waterbury,Connecticut,USA,CMPTX,2022,Northeast
1,8895,Redwolves Robotics,Clinton,Michigan,USA,CMPTX,2022,Midwest
